Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,gAAAAABn8S9pjTwq9fEvuk1AdWOdMVF_rWOSD5OJenmdHKtPyXustIpa02RXh3MpHqikz6BmXd-6JfFwW3SaL3E4guGbfdgoNvWg3uZ4ZnAJmhU6HTXsxOw=
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,gAAAAABn8S9p9cDYY_6rbb-1WP3eq07BEfvTkLYEV4hVP2bnGPmiwukTw9xeOl77dj8Y9Dgj6Azl_WbpUSU_bk33K0TUG2jKphrDkP5W2xOCImcyWmRV_5E=
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABn8S9pblZGBsr9BBtrxudc0cGoFBTviMdlHw0cXToWRQKB6b_qcFwlbZnv9LgWidsmV2cpkweGo0Zwiyon-6YJv2ZooXwrdRMc_7jVuPyAQVKQvmQ=
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABn8S9pM9th1-4_yYRnHeZCZQALXXgmxo9QlKUeCRk0tiI1iuY64mFQlho8Ds9OgB0GmGO3Id2HdIorcArqF5nVZKOlE4gbyk_LIM_ytA59xBGfLQE=
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABn8S9p8D-Cx3c8iYSyyaH5URSxcYzmu4r70hVl5TpWCx8A4wCSxMIh2h0YxoLt8n8eJpFFCxG3ROf8ksTiGJi1ISQAs2vWRpKAnVomOw9sEIbrCrs=
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABn8S9puu6A3KLIDWc3PwTJQnCwM1N2sE9PAR3lwDssozQ9Pai3KDFgXcvs5k-phBs5oHsqdezb3prwmeYjVINtYI1ZgsYyUJDl0tkdEAn92FG4UCA=
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABn8S9pK8ZtxOUlFpYC32xiX6akN0jXUzle7L0njg077E8Cqt_63CDQ6Em_M9A7yN8OyaS0v0cVKoF3y00mqy5a7Ko7iqturM70M1ZZ15e8D7aPiIU=
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABn8S9pI3BSd1HDo6gG26VPAU4_Qx5CN90y4N_-_A99qmnjII21SbRn_J-fFM9359ZM_4RilpqkEeaFnPMzKmIvM3_VVv6NScg61ngaJeXdao9B5cE=
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABn8S9pD4tJz7H3TpcXWNO63H1QhK5odRhmo3cXMyZshi3sz-1yzPpsF8aI5Xb76ZdZK3V4GdbDiexuAi3Z55ld_Y7EUC8iNvC6l8lTYOJEQe2RWRY=
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABn8S9plCx4qLdwGmeTURToT2DG5PF0V0AEcTxc9tjjAlgvWYEHTm6fqHs2EWITQsmfJucz9eA5nhpaHCaAw5dZ6_Les7WQj-5Tip85Ai-TSKC8GKk=
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABn8S9poTthq2VBsta_CpI4lhWkyF-gkfVAMKzndC5oVZ0EPgp9HOsNwOpdot4fLygyyaR3VHTaxQOc4qwFhu7EF9rZcNUqyYQFgQzMBaFDbErYCBA=
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABn8S9pTMk4Wj9UP1VVXAPyrD04N6N655VviqA9vb2IHIggO7AzkPdtvPQTaOFJZ2EybvjbIPn-hCyaeX3j4XWbweS6FpdktkRuI2QOaYYAJoctTmQ=
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABn8S9p8RC9ynstMtjkgXeimOhWo06XFbxFE1PdhGrxu9E7fdDXPsRpMZRzsITzNPqYWwtwzjctaJAWgDnDaW_JB7fF8TrsJvRhTGtWJ4i6U0N9eIM=
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABn8S9pyaVIe4ahF64Mhr_0I_agFCDRa3A2v907I3KKx58agyhZJkpWmSnXHCgvUHstdlFRnzegu135fIpHnoFVuqN_COubf_TFhGcWhm8TrUD7J7E=
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABn8S9p7FlC9yQD3zM_okfbt12P6aGYq1O5G-8GwDj6M_TEzSwDbakRQ5pEB_L8BzwPF01Hcug7theCwhph8M5SsEF8S2EdSsabs0ttvj3p6JGTJcQ=
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,gAAAAABn8S9pIXrjxaX6rV6YZDEKycmsp-I6kRUjsFvawBIPb0M7Eb3HvSds1rP2x8qi-orUUJPuU1f1dj7WuY0NITd20Z3Ad6E5ToFLLNBrxufpTOV7lio=
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABn8S9paxtQSS-vDYcjQpoEfXFzKTzCSpHTNGyZIkh45jLeJuzVgmf-YDIb0A37UvxZ_UKR4W4lZRaMBmFG9JGJ6TVUxabJGJU0KhP8twD7kRn-Ga8=
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABn8S9poZvtFKrUiLRgbM-5zITu95icbOb-Gn49dIDRSqMTrO-Atz1YA0iBtAWhNurUuKJB46zcti48jWnHjMynMZbh7tIUHL96IRI0oTyJrtVcoHw=
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABn8S9pGxU7y4rC5VQjTIMXw3gJvNlxVG4Ltygs3fHh5EwWuTaj9NdHZQ6LcMZxRt2gFOmMHCFnP0e_oVAT370FBDkmJ8gGoDmtWY-mp6cJ3syFGzo=
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABn8S9pwc5o73mwjD6qiK8fAIqRAfjdbcgT1ty5xiklHA5AdDO_zPkV1HbxYFllKNjtBMo5kMsZc9opTm8-9y0KBfh9lvzkuiO9D0jPYfLHu4Yqfw0=
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABn8S9pgvyWts9svAMZUQPj9E-gTyvkZN82KR2P7HOCCS0SefuraF-FqCQv_tUgzkM6HTVF7G54Yp2Vrwkj6lMpI2Zd39nASPH_A5QUj53zKxLDnQQ=
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABn8S9pgLfgCQu8ADCqTxkkohVuACqjiitLEcT02h3zlPNQrIZgDtZkRbKrWk6jQ-o3qRQORSx3OjE8mu-b7BzfDswI2sorSPije9fK12NdIFLOn5o=
HP,1.9450899171743783,8,256,16.104081563629077,4.201716131005608,9280.14242169389,a27db21618053a407d5fbfbd3b2de770b2fc319573362233040ae7dfeb4c1ae4,gAAAAABn8S9pnS6q5qbFEGsIRuvfZXQwMQiB8ENCtvV4akS-n7s2NRmiO1j0Sa0aOjr13dcdvT7tSoA7uZyL_vMd3a8pF0SL3Q8hm1jp3SAqE2IV8Na5dYE=
Acer,3.902675793673638,16,256,16.891434188459236,3.039676279449643,9701.0888184533,bbde0b0e06d394ab7adedd037517b9d228ed50f60ef5ad08ea0972b502f45e33,gAAAAABn8S9pE73lNfRmrLKWBphfjU88zRze9XWlXizD0NPhQPfN9w23Fd_ouEAmBtuaIOoiPTMbZETprUfwZNZRXw6MzSvUTw==
HP,1.8716568193827825,8,1000,14.767960295624588,3.2231473119956755,31673.696226693915,22ba3653004e951c962d819e13fc31e7d6bfb035481cc4950b4be42db5d3b72f,gAAAAABn8S9pIcWh_vIppF1jVaB7N2NUna9kYl5S1Wbz9r2QzGsmbciUSehjrTbQ-S7QI-6wtD8dynSgxevugt6f7C3JRHv9DPaQGzJ-ahW676KXboUA2DU=
Asus,2.5365603093175597,16,512,12.485060438842472,2.376696735911754,17493.650157480613,d674b51c6939f11c2dc92e20435862032b53f2996bd5d2a299524f4b3dd48c66,gAAAAABn8S9pJXGKI_kIH2VSVmQ_PtZQpkJtoZD9Xt5RLiEHdOh0fHck9tl9_S3gRfH4NdQnsxRrdvnAf-R_yyoiSCMIzg6TMMEOzbW_YhvtPAw5U5-iGOE=
Asus,1.7133741701966096,4,1000,11.976890298061182,2.513884873465011,31339.159741904798,7b9ab7fdd436c71e234f4b0804d1867caa814bb8a2d025f96e3201cafb79ac97,gAAAAABn8S9pmk7VqRQfnQTwonRnxGhHYFchVQ-RMGw-YBJD1g7cQOH5w95ik3XngC6sSTGzhveDUkzW_tPlHTDm3Buf3W5lrCakS-LUoLxRcOopO7vSS3A=
Asus,3.992185629614868,32,512,12.121486643650767,4.482069664478437,18495.180974797404,e4c0eccc82a4ae5d39e32e2df9e219a1b52564967207448fd6775af2be274a76,gAAAAABn8S9pDTGVvPrJBZU8uV1PDuBEAotJKn-iPvQ1vU8GDcRPJPKNae4gAd9oO0Bqh5TsUFWL-WPzP4kZf2_fgnJYKp3y5R1R_BrD91kikDsqOJKDB0M=
Asus,2.7554875258281064,8,256,11.118773950083526,3.754515895066646,9140.170447550205,225710a29632b67fea7990ee9ed84a4e4e48352d5381039dc6e6fe0c3bb33e6e,gAAAAABn8S9pBjXui0HOJg8mohrkwHdF0Dy9D9r17GfGjjDws-sdY5caWDwLORtIzChP6Wnz85C41uQBIpVXO80yLSoL14txoIdJVp7wxi7DSH9fafEKrG8=
Acer,2.988462543300109,32,1000,13.344092665915635,3.0125973976514566,33151.04094220564,b1ef176c4572e0170fb93124048b2047d23d3c849c81c0203776b8ea6f6fbede,gAAAAABn8S9pBCvy2mVNoWxvyzXxvl79W68t-okxd03-WeGsEMUJnXtWoK53-jK4sd9NlFiVeepuaVGavggBZP129RPXBxBFhg7krED0wHAq7wz_xzdMb1g=
Lenovo,1.6676911934710688,8,1000,12.148566082997256,4.408553626986638,31612.05196824762,0354f953b048f2b0ca9257c200c6839eed0ea69b224ee21ae5f2053dd3a5b518,gAAAAABn8S9p7ufgySPsWINX-LgOuuco6CKQVUANoF5eBpBRG27FegETEs6ouAyGUpgXn64tneFZw8u4oDanbJ7D_tlyWcUDI1LMZKqcvaduQQeIkecnovM=
Dell,3.3749011759979446,4,256,13.469932762740214,2.739559716913949,9081.898737916325,0a90846b3fc305aa8468f273da1505bb48c6bafff79b4247f9e03b3dd6eaadd9,gAAAAABn8S9pfu2uIBA17kEVW3s-JhWXz8vRXpYe2D04cNIY5xrETIR4yrX9_apzqXSFKMdvq_v4RrJu7eh0voXPFgAHzgmH947qzm4xprL9qdiokZ8vtrE=
Asus,2.0247639827389645,4,1000,16.60996659103259,4.928098095800611,31650.730149513987,614983389381fd693735dde442db9a529865f688609b09d5f5319a19c20bf6af,gAAAAABn8S9pqvd3VoaM-8D0bPieuTv6_0B6qXPLdJjzB5PLk3_Q5GX3_HAQoFHw44GaOtlrN7RzwpviKFjjkGlWAxRSM_-UfFNigGA6ackKdYqlyJ-1lW0=
HP,3.745135723601784,4,512,13.58324125704314,3.0344528232385093,17076.68132855591,715ab6af09bd6f97affd6417c333ea288c3bf9b800c1527eae580cbddc6625ec,gAAAAABn8S9pxsgwji0D9UAYiqEHhvQNcW55zhmQaIwFLzYg6gmFeRh1iQDAgGXFyfFBFfJX5NxCV8B3qqFgoFufpMU4KIHeZg9wb7gC7GDpYVjtQOqyWSc=
Asus,2.012849101205018,8,512,16.267906981909007,3.0119328624536825,16983.63602188368,f548d6fda2807e6f817bcd89f2f4cfb8e083336e2123d6e16e969aa544f820ae,gAAAAABn8S9pj746AfrkXpAXAjYR1I303NRPUsaSxU_-paki475EgK_WcomEHOA9Opc00yqc4RNGs6-exzQ_9gSKY9Ba5FFUYVVfjiiY17hWpDcdVPH9-A0=
HP,1.9767193016591664,16,512,14.633028599695258,2.9357357166101155,17283.3760078759,b1c24d6e5edf865012374ba27fdc3b06bfc00f40f65779d0fa051525d30bb41e,gAAAAABn8S9p_rHTiOSbqaaa2muVX1OD1EtuiKerMJbfi0PlWxWQgrHQD9WHa58crz0CxlowyCZQJ7jAHZb8f2xoPjtuo3lLivDcWnmPbtYioK3-wHPe_lY=
HP,1.5913741696202373,8,512,12.482789327968352,2.366334547772864,16788.668595688672,9dfc9bc2bef829ea514ab53d60a31bd8aa1c8b10e3bb06e943c2b49a46bab602,gAAAAABn8S9pJpBJpmxCBHCQYIKzVwYObe_d7jZKYhMeFjLtVGiOMk-6nEslO1ZQqcZQLstUQEKMslN0PLbK3VQ_1iFKiHriuqYMATaawBRT8s5EP6WbogU=
Asus,2.680167362774998,16,256,13.13512855555527,2.333411441996037,10029.5817669081,622b62ed7442411cad0431468943996c38112fb9f383fdd4e1295c1d7813265a,gAAAAABn8S9paSvf89o5TTwM6ItMDjwUx7_csBLOMDCSYjRBppI5IZSxbQitTk1k4x3KdtL7Hgr5I8UAMYK-xgRe2AHEL9SQNSPnAPG7pVBr-U8JTOf8nl8=
Acer,2.912102833156541,8,1000,11.503517214928577,3.94431510360237,31879.66275681356,c1f774079d015ff6aee6f4bb89a22322fbfcf8ec1f630403a37f54b16ce1ed95,gAAAAABn8S9pFa4nYlWVd1VvWDwfuAW7Yz-RRoL6b_SnpGrrmpw7jlatXALkiKn4DQluvFQtq9Did1GHZgzCIY4pX4Q3moRHWsrMtFMxCR3BXkbd4jTZE8c=
HP,1.664271598570881,8,512,13.000775561576065,4.625354133674141,17008.985706336844,062f53172a14c70a4e03ad022cd777e46473b50c1d196d0eabfe46a3ff85edb2,gAAAAABn8S9pYSpsO7uBEVVOZT809wBs9u46-5zy9QZUPLLszaYD2udl2qGu7Zn5wiw32Zd5n0WGR_c8O3lbLO7DYbtfKbsZ_Ua31wyRM16TELaaIjaGtyY=
HP,3.4388190417375264,4,256,15.065245673021204,4.37156153081502,9362.265977008854,3306bd30ea787e112dc7528cf7edece5886d8ae225596750d7a1ccbffa2a9bb7,gAAAAABn8S9p3MsW6dKEOZIgyT1ELI4KXI_HdX5BLQzoQ2ybLpvlWsPFY1YAqk75A1s1iDmNkx2TZU77wS8hwKL5Fp6mSqv4IMiHiC6aHWlck_tKku4v64E=
Asus,2.6332220868700693,32,1000,11.432666557576612,2.4233227820640533,33008.898865411786,807a3efedf2a8d1ec12c8b5457db839f97ffea30784bec3f771fbce6bdebba26,gAAAAABn8S9pVPK3JZOb2oanya3GKqKMKT-vGC4T7_4_Yy-1tOBoWRuW_XNjPOBG6b_r7Wa0GKI03fEoqv643XJKfPaKaIaIlMwRR0sfnWeS81jS1VH1yIQ=
HP,2.81097567331895,32,1000,12.232408450868176,3.636746365376199,32703.61322521928,35682899c7cd6dd243e0568d5817a9d8ac4b9991e19883f08e553b4af62924a4,gAAAAABn8S9pt5wcI8aE6Xovy1UY4bKzyLbSlA9VZEKIfmZmwrG8Azr8mSbF0S2Q05RVNNIDoh2yJl785V0IDyuu3TrH7LIrFH4nHIBdi-vQh_aox6ht_zE=
HP,2.60190686734557,16,256,13.288646248479868,2.31677463792992,9859.675147759026,ce15ef74e93b464cdbeb9fb8c204afbadde6c8cf574f1f57479a04e351822227,gAAAAABn8S9pp7iLgMh2QNFoDHoM4MWaiDDbT0splsub1Y4LdeSLnOGxWAlQ3TudBhfM6owucsFs8I6QWvx-EA330MVlYPxiegte9HQH17J_ySOnzRgSPVQ=
Asus,2.501907652188315,32,256,16.892297222095777,2.135883930839232,10566.171029177392,0a989e605fd187ba3ccc05178f1418cf04b2e3b67a12d501ea38239df2cf8b08,gAAAAABn8S9pWobVHuY3aWT_p0FZLcnToRgs3ssEpKwQ56_JbsWuohM7NS8D1IG_VPffd_HR86aqRXPJKyxXj27pEK-LOm2L87ZPz8c16q73waXIn7wzCx0=
Asus,2.899100828270545,8,512,15.709170937753282,3.969157578154302,16702.35101114597,139aa2f04ef9de9ae2edc3ceede8d27742def441c9a98a5d31c17f0ae9f13582,gAAAAABn8S9plwteJVWjv8M-SEfKHEW-jCN2nVkJAFj0e73DskXNWMbfIyLILLu5Ua4oDsyK99QVKi7MGV5iHN_RVoQj0MSM-oikc3nGkZvYD0awATLwQQ8=
